ObservationDate,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active
2020-06-24,Chile,Araucania,3037,40,0,2997
2020-06-24,Peru,Arequipa,6187,203,0,5984
2020-06-24,Chile,Arica y Parinacota,1473,15,0,1458
2020-06-24,Chile,Atacama,785,2,0,783
2020-06-24,Colombia,Atlantico,16871,760,4721,11390
2020-06-24,Peru,Ayacucho,1603,21,0,1582
2020-06-24,Chile,Aysen,28,0,0,28
2020-06-24,Brazil,Bahia,51931,1541,27521,22869
2020-06-24,Mexico,Baja California,8164,1813,5750,601
2020-06-24,Mexico,Baja California Sur,1287,69,1014,204
2020-06-24,Chile,Biobio,5464,40,0,5424
2020-06-24,Colombia,Bolivar,7237,278,3173,3786
2020-06-24,Colombia,Boyaca,313,16,197,100
2020-06-24,Peru,Cajamarca,1678,24,0,1654
2020-06-24,Colombia,Caldas,237,8,147,82
2020-06-24,Peru,Callao,17372,563,0,16809
2020-06-24,Mexico,Campeche,1503,169,1105,229
2020-06-24,Colombia,Capital District,22409,540,10044,11825
2020-06-24,Colombia,Caqueta,29,2,22,5
2020-06-24,Colombia,Casanare,58,0,35,23
2020-06-24,Colombia,Cauca,273,13,115,145
2020-06-24,Brazil,Ceara,99578,5815,74571,19192
2020-06-24,Colombia,Cesar,733,22,225,486
2020-06-24,Mexico,Chiapas,4034,420,3236,378
2020-06-24,Mexico,Chihuahua,2730,591,2008,131
2020-06-24,Colombia,Choco,1030,33,271,726
2020-06-24,Mexico,Ciudad de Mexico,44243,5938,34666,3639
2020-06-24,Mexico,Coahuila,3225,177,2417,631
2020-06-24,Mexico,Colima,439,57,271,111
2020-06-24,Chile,Coquimbo,2539,18,0,2521
2020-06-24,Colombia,Cordoba,467,30,119,318
2020-06-24,Colombia,Cundinamarca,2222,52,1070,1100
2020-06-24,Peru,Cusco,1656,13,0,1643
2020-06-24,Brazil,Distrito Federal,37254,495,24699,12060
2020-06-24,Mexico,Durango,1437,125,996,316
2020-06-24,Brazil,Espirito Santo,38481,1463,22313,14705
2020-06-24,Brazil,Goias,18622,363,0,18259
2020-06-24,Colombia,Guainia,14,1,2,11
2020-06-24,Mexico,Guanajuato,5703,282,4021,1400
2020-06-24,Colombia,Guaviare,10,0,0,10
2020-06-24,Mexico,Guerrero,4768,810,3473,485
2020-06-24,Mexico,Hidalgo,3482,585,2463,434
2020-06-24,Peru,Huancavelica,833,10,0,823
2020-06-24,Peru,Huanuco,1957,47,0,1910
2020-06-24,Colombia,Huila,314,13,240,61
2020-06-24,Peru,Ica,6585,433,0,6152
2020-06-24,Mexico,Jalisco,5715,528,4190,997
2020-06-24,Peru,Junin,3403,116,0,3287
2020-06-24,Colombia,La Guajira,231,11,60,160
2020-06-24,Peru,La Libertad,8849,496,0,8353
2020-06-24,Peru,Lambayeque,12709,718,0,11991
2020-06-24,Peru,Lima,149377,3950,0,145427
2020-06-24,Peru,Loreto,8681,332,0,8349
2020-06-24,Chile,Los Lagos,1483,18,0,1465
2020-06-24,Chile,Los Rios,629,10,0,619
2020-06-24,Peru,Madre de Dios,1432,24,0,1408
2020-06-24,Chile,Magallanes,1363,15,0,1348
2020-06-24,Colombia,Magdalena,1325,91,591,643
2020-06-24,Brazil,Maranhao,73314,1836,51911,19567
2020-06-24,Brazil,Mato Grosso,11443,443,4160,6840
2020-06-24,Brazil,Mato Grosso do Sul,6201,56,2934,3211
2020-06-24,Chile,Maule,4657,36,0,4621
2020-06-24,Colombia,Meta,1137,14,958,165
2020-06-24,Chile,Metropolitana,203211,4065,0,199146
2020-06-24,Mexico,Mexico,31075,3711,24807,2557
2020-06-24,Mexico,Michoacan,5020,401,3923,696
2020-06-24,Brazil,Minas Gerais,31343,771,18255,12317
2020-06-24,Peru,Moquegua,868,9,0,859
2020-06-24,Mexico,Morelos,2633,639,1713,281
2020-06-24,Colombia,Narino,2715,99,1296,1320
2020-06-24,Mexico,Nayarit,1433,162,950,321
2020-06-24,Colombia,Norte de Santander,256,17,118,121
2020-06-24,Chile,Nuble,2219,29,0,2190
2020-06-24,Mexico,Nuevo Leon,4186,267,3119,800
2020-06-24,Chile,OHiggins,4610,59,0,4551
2020-06-24,Mexico,Oaxaca,4426,501,3322,603
2020-06-24,Brazil,Para,91708,4726,79354,7628
2020-06-24,Brazil,Paraiba,39912,828,11687,27397
2020-06-24,Brazil,Parana,16963,521,4598,11844
2020-06-24,Peru,Pasco,888,20,0,868
2020-06-24,Brazil,Pernambuco,54022,4425,36710,12887
2020-06-24,Brazil,Piaui,16227,534,15675,18
2020-06-24,Peru,Piura,15863,715,0,15148
2020-06-24,Mexico,Puebla,8742,1024,5877,1841
2020-06-24,Peru,Puno,814,16,0,798
2020-06-24,Colombia,Putumayo,19,4,9,6
2020-06-24,Mexico,Queretaro,1803,254,1289,260
2020-06-24,Colombia,Quindio,151,5,109,37
2020-06-24,Mexico,Quintana Roo,3143,534,2094,515
2020-06-24,Brazil,Rio Grande do Norte,21774,807,2035,18932
2020-06-24,Brazil,Rio Grande do Sul,22009,500,17561,3948
2020-06-24,Brazil,Rio de Janeiro,103493,9295,83800,10398
2020-06-24,Colombia,Risaralda,436,11,252,173
2020-06-24,Brazil,Rondonia,17424,455,6741,10228
2020-06-24,Brazil,Roraima,10803,259,2831,7713
2020-06-24,Colombia,San Andres y Providencia,23,1,17,5
2020-06-24,Mexico,San Luis Potosi,2508,118,1877,513
2020-06-24,Peru,San Martin,3804,126,0,3678
2020-06-24,Brazil,Santa Catarina,20921,279,16377,4265
2020-06-24,Colombia,Santander,499,12,122,365
2020-06-24,Brazil,Sao Paulo,238822,13352,49295,176175
2020-06-24,Brazil,Sergipe,20353,524,7579,12250
2020-06-24,Mexico,Sinaloa,7473,1126,5860,487
2020-06-24,Mexico,Sonora,6303,554,5237,512
2020-06-24,Colombia,Sucre,643,23,54,566
2020-06-24,Mexico,Tabasco,9219,958,7026,1235
2020-06-24,Peru,Tacna,815,8,0,807
2020-06-24,Mexico,Tamaulipas,4825,303,3402,1120
2020-06-24,Chile,Tarapaca,5504,84,0,5420
2020-06-24,Mexico,Tlaxcala,2177,281,1658,238
2020-06-24,Brazil,Tocantins,9098,181,5670,3247
2020-06-24,Colombia,Tolima,690,20,267,403
2020-06-24,Peru,Tumbes,2386,112,0,2274
2020-06-24,Peru,Ucayali,7293,145,0,7148
2020-06-24,Chile,Unknown,0,0,215093,-215093
2020-06-24,Colombia,Unknown,94,0,0,94
2020-06-24,Peru,Unknown,0,0,151589,-151589
2020-06-24,Colombia,Valle del Cauca,7914,345,3311,4258
2020-06-24,Chile,Valparaiso,10187,187,0,10000
2020-06-24,Colombia,Vaupes,28,0,11,17
2020-06-24,Mexico,Veracruz,8840,1373,6312,1155
2020-06-24,Colombia,Vichada,1,0,1,0
2020-06-24,Mexico,Yucatan,3529,355,2388,786
2020-06-24,Mexico,Zacatecas,747,80,492,175
2020-06-23,Antigua and Barbuda,NA,26,3,22,1
2020-06-24,Argentina,NA,49851,1116,13816,34919
2020-06-24,Bahamas,NA,104,11,83,10
2020-06-24,Barbados,NA,97,7,85,5
2020-06-24,Belize,NA,23,2,17,4
2020-06-24,Bolivia,NA,27487,876,6795,19816
2020-06-24,Costa Rica,NA,2515,12,1210,1293
2020-06-24,Cuba,NA,2319,85,2130,104
2020-06-24,Dominica,NA,18,0,18,0
2020-06-24,Dominican Republic,NA,28631,691,16006,11934
2020-06-24,Ecuador,NA,51643,4274,24991,22378
2020-06-24,El Salvador,NA,5150,119,2924,2107
2020-06-24,Grenada,NA,23,0,23,0
2020-06-24,Guatemala,NA,14819,601,2930,11288
2020-06-24,Guyana,NA,209,12,107,90
2020-06-24,Haiti,NA,5429,92,512,4825
2020-06-24,Honduras,NA,14571,417,1546,12608
2020-06-24,Jamaica,NA,678,10,521,147
2020-06-24,Nicaragua,NA,2170,74,1238,858
2020-06-24,Panama,NA,28030,547,14794,12689
2020-06-24,Paraguay,NA,1528,13,944,571
2020-06-24,Saint Kitts and Nevis,NA,15,0,15,0
2020-06-24,Saint Lucia,NA,19,0,19,0
2020-06-24,Saint Vincent and the Grenadines,NA,29,0,27,2
2020-06-24,Suriname,NA,357,10,154,193
2020-06-24,Trinidad and Tobago,NA,123,8,109,6
2020-06-24,Uruguay,NA,902,26,815,61
2020-06-24,Venezuela,NA,4366,38,1327,3001
2020-06-25,Brazil,Acre,12304,335,6270,5699
2020-06-25,Mexico,Aguascalientes,2071,122,1568,381
2020-06-25,Brazil,Alagoas,32065,958,23766,7341
2020-06-25,Brazil,Amapa,27415,394,10912,16109
2020-06-25,Brazil,Amazonas,67267,2731,54193,10343
2020-06-25,Colombia,Amazonas,2220,86,1811,323
2020-06-25,Peru,Amazonas,1845,34,0,1811
2020-06-25,Peru,Ancash,7553,441,0,7112
2020-06-25,Colombia,Antioquia,3239,19,1261,1959
2020-06-25,Chile,Antofagasta,7515,122,0,7393
2020-06-25,Peru,Apurimac,514,15,0,499
2020-06-25,Colombia,Arauca,76,0,2,74
2020-06-25,Chile,Araucania,3064,40,0,3024
2020-06-25,Peru,Arequipa,6411,209,0,6202
2020-06-25,Chile,Arica y Parinacota,1511,16,0,1495
2020-06-25,Chile,Atacama,837,2,0,835
2020-06-25,Colombia,Atlantico,17972,798,4969,12205
2020-06-25,Peru,Ayacucho,1644,21,0,1623
2020-06-25,Chile,Aysen,29,0,0,29
2020-06-25,Brazil,Bahia,54291,1601,29193,23497
2020-06-25,Mexico,Baja California,8272,1824,5858,590
2020-06-25,Mexico,Baja California Sur,1324,69,1046,209
2020-06-25,Chile,Biobio,5702,42,0,5660
2020-06-25,Colombia,Bolivar,7473,287,3285,3901
2020-06-25,Colombia,Boyaca,328,16,199,113
2020-06-25,Peru,Cajamarca,1774,43,0,1731
2020-06-25,Colombia,Caldas,238,8,152,78
2020-06-25,Peru,Callao,17449,572,0,16877
2020-06-25,Mexico,Campeche,1581,175,1159,247
2020-06-25,Colombia,Capital District,23367,558,10317,12492
2020-06-25,Colombia,Caqueta,29,2,22,5
2020-06-25,Colombia,Casanare,61,0,35,26
2020-06-25,Colombia,Cauca,293,13,119,161
2020-06-25,Brazil,Ceara,102126,5875,77009,19242
2020-06-25,Colombia,Cesar,784,22,281,481
2020-06-25,Mexico,Chiapas,4146,435,3306,405
2020-06-25,Mexico,Chihuahua,2839,610,2080,149
2020-06-25,Colombia,Choco,1148,33,305,810
2020-06-25,Mexico,Ciudad de Mexico,45125,6116,35167,3842
2020-06-25,Mexico,Coahuila,3479,190,2502,787
2020-06-25,Mexico,Colima,459,58,282,119
2020-06-25,Chile,Coquimbo,2637,22,0,2615
2020-06-25,Colombia,Cordoba,485,31,136,318
2020-06-25,Colombia,Cundinamarca,2282,52,1115,1115
2020-06-25,Peru,Cusco,1680,14,0,1666
2020-06-25,Brazil,Distrito Federal,38871,509,26493,11869
2020-06-25,Mexico,Durango,1567,132,1047,388
2020-06-25,Brazil,Espirito Santo,40246,1490,23729,15027
2020-06-25,Brazil,Goias,19547,384,0,19163
2020-06-25,Colombia,Guainia,14,1,2,11
2020-06-25,Mexico,Guanajuato,6126,301,4178,1647
2020-06-25,Colombia,Guaviare,10,0,1,9
2020-06-25,Mexico,Guerrero,4828,820,3572,436
2020-06-25,Mexico,Hidalgo,3579,600,2514,465
2020-06-25,Peru,Huancavelica,847,10,0,837
2020-06-25,Peru,Huanuco,1998,50,0,1948
2020-06-25,Colombia,Huila,315,13,241,61
2020-06-25,Peru,Ica,6723,442,0,6281
2020-06-25,Mexico,Jalisco,5875,563,4329,983
2020-06-25,Peru,Junin,3470,120,0,3350
2020-06-25,Colombia,La Guajira,251,12,61,178
2020-06-25,Peru,La Libertad,9090,515,0,8575
2020-06-25,Peru,Lambayeque,12892,722,0,12170
2020-06-25,Peru,Lima,151225,4029,0,147196
2020-06-25,Peru,Loreto,8743,334,0,8409
2020-06-25,Chile,Los Lagos,1505,19,0,1486
2020-06-25,Chile,Los Rios,641,10,0,631
2020-06-25,Peru,Madre de Dios,1467,25,0,1442
2020-06-25,Chile,Magallanes,1385,15,0,1370
2020-06-25,Colombia,Magdalena,1390,91,621,678
2020-06-25,Brazil,Maranhao,74925,1871,53791,19263
2020-06-25,Brazil,Mato Grosso,12157,462,4437,7258
2020-06-25,Brazil,Mato Grosso do Sul,6523,61,1496,4966
2020-06-25,Chile,Maule,4832,36,0,4796
2020-06-25,Colombia,Meta,1159,14,958,187
2020-06-25,Chile,Metropolitana,206246,4206,0,202040
2020-06-25,Mexico,Mexico,32017,3873,25340,2804
2020-06-25,Mexico,Michoacan,5291,415,4066,810
2020-06-25,Brazil,Minas Gerais,32769,806,19466,12497
2020-06-25,Peru,Moquegua,881,10,0,871
2020-06-25,Mexico,Morelos,2683,640,1770,273
2020-06-25,Colombia,Narino,2814,101,1376,1337
2020-06-25,Mexico,Nayarit,1487,168,981,338
2020-06-25,Colombia,Norte de Santander,271,19,124,128
2020-06-25,Chile,Nuble,2233,30,0,2203
2020-06-25,Mexico,Nuevo Leon,4580,277,3315,988
2020-06-25,Chile,OHiggins,4868,63,0,4805
2020-06-25,Mexico,Oaxaca,4549,513,3468,568
2020-06-25,Brazil,Para,94036,4748,81392,7896
2020-06-25,Brazil,Paraiba,40824,842,12113,27869
2020-06-25,Brazil,Parana,17821,539,4780,12502
2020-06-25,Peru,Pasco,898,20,0,878
2020-06-25,Brazil,Pernambuco,55136,4488,36996,13652
2020-06-25,Brazil,Piaui,17080,546,16570,-36
2020-06-25,Peru,Piura,16101,725,0,15376
2020-06-25,Mexico,Puebla,9014,1101,6071,1842
2020-06-25,Peru,Puno,832,16,0,816
2020-06-25,Colombia,Putumayo,19,6,9,4
2020-06-25,Mexico,Queretaro,1830,257,1326,247
2020-06-25,Colombia,Quindio,152,5,111,36
2020-06-25,Mexico,Quintana Roo,3233,543,2150,540
2020-06-25,Brazil,Rio Grande do Norte,22665,858,2035,19772
2020-06-25,Brazil,Rio Grande do Sul,23060,500,18446,4114
2020-06-25,Brazil,Rio de Janeiro,105897,9450,85690,10757
2020-06-25,Colombia,Risaralda,463,11,257,195
2020-06-25,Brazil,Rondonia,18173,467,6888,10818
2020-06-25,Brazil,Roraima,11872,271,4370,7231
2020-06-25,Colombia,San Andres y Providencia,23,1,17,5
2020-06-25,Mexico,San Luis Potosi,2511,123,1933,455
2020-06-25,Peru,San Martin,3975,129,0,3846
2020-06-25,Brazil,Santa Catarina,21951,289,16945,4717
2020-06-25,Colombia,Santander,505,12,134,359
2020-06-25,Brazil,Sao Paulo,248587,13759,49295,185533
2020-06-25,Brazil,Sergipe,21081,554,7579,12948
2020-06-25,Mexico,Sinaloa,7569,1147,5967,455
2020-06-25,Mexico,Sonora,6491,572,5448,471
2020-06-25,Colombia,Sucre,733,25,55,653
2020-06-25,Mexico,Tabasco,9486,970,7259,1257
2020-06-25,Peru,Tacna,821,8,0,813
2020-06-25,Mexico,Tamaulipas,5074,315,3542,1217
2020-06-25,Chile,Tarapaca,5577,85,0,5492
2020-06-25,Mexico,Tlaxcala,2265,283,1701,281
2020-06-25,Brazil,Tocantins,9425,183,5670,3572
2020-06-25,Colombia,Tolima,728,20,278,430
2020-06-25,Peru,Tumbes,2442,112,0,2330
2020-06-25,Peru,Ucayali,7327,145,0,7182
2020-06-25,Chile,Unknown,0,0,219327,-219327
2020-06-25,Colombia,Unknown,100,0,0,100
2020-06-25,Peru,Unknown,0,0,151225,-151225
2020-06-25,Colombia,Valle del Cauca,8342,355,3463,4524
2020-06-25,Chile,Valparaiso,10482,195,0,10287
2020-06-25,Colombia,Vaupes,28,0,11,17
2020-06-25,Mexico,Veracruz,9161,1395,6468,1298
2020-06-25,Colombia,Vichada,1,0,1,0
2020-06-25,Mexico,Yucatan,3670,368,2444,858
2020-06-25,Mexico,Zacatecas,769,85,505,179
2020-06-25,Antigua and Barbuda,NA,65,3,22,40
2020-06-25,Argentina,NA,52457,1150,14788,36519
2020-06-25,Bahamas,NA,104,11,84,9
2020-06-25,Barbados,NA,97,7,85,5
2020-06-25,Belize,NA,23,2,17,4
2020-06-25,Bolivia,NA,28503,913,7338,20252
2020-06-25,Costa Rica,NA,2684,12,1227,1445
2020-06-25,Cuba,NA,2321,85,2171,65
2020-06-25,Dominica,NA,18,0,18,0
2020-06-25,Dominican Republic,NA,29141,698,16223,12220
2020-06-25,Ecuador,NA,53156,4343,26097,22716
2020-06-25,El Salvador,NA,5336,126,3116,2094
2020-06-25,Grenada,NA,23,0,23,0
2020-06-25,Guatemala,NA,15619,623,2949,12047
2020-06-25,Guyana,NA,215,12,108,95
2020-06-25,Haiti,NA,5543,96,512,4935
2020-06-25,Honduras,NA,15366,426,1600,13340
2020-06-25,Jamaica,NA,684,10,526,148
2020-06-25,Nicaragua,NA,2170,74,1238,858
2020-06-25,Panama,NA,29037,564,14800,13673
2020-06-25,Paraguay,NA,1569,13,976,580
2020-06-25,Saint Kitts and Nevis,NA,15,0,15,0
2020-06-25,Saint Lucia,NA,19,0,19,0
2020-06-25,Saint Vincent and the Grenadines,NA,29,0,29,0
2020-06-25,Suriname,NA,373,10,176,187
2020-06-25,Trinidad and Tobago,NA,123,8,109,6
2020-06-25,Uruguay,NA,907,26,818,63
2020-06-25,Venezuela,NA,4563,39,1327,3197
2020-06-26,Brazil,Acre,12644,343,6270,6031
2020-06-26,Mexico,Aguascalientes,2131,129,1601,401
2020-06-26,Brazil,Alagoas,32864,975,24380,7509
2020-06-26,Brazil,Amapa,27662,401,11333,15928
2020-06-26,Brazil,Amazonas,68220,2739,55414,10067
2020-06-26,Colombia,Amazonas,2228,87,1838,303
2020-06-26,Peru,Amazonas,1916,34,0,1882
2020-06-26,Peru,Ancash,7652,444,0,7208
2020-06-26,Colombia,Antioquia,3457,22,1335,2100
2020-06-26,Chile,Antofagasta,7742,128,0,7614
2020-06-26,Peru,Apurimac,525,15,0,510
2020-06-26,Colombia,Arauca,76,0,2,74
2020-06-26,Chile,Araucania,3105,40,0,3065
2020-06-26,Peru,Arequipa,6535,212,0,6323
2020-06-26,Chile,Arica y Parinacota,1549,19,0,1530
2020-06-26,Chile,Atacama,887,2,0,885
2020-06-26,Colombia,Atlantico,18593,888,5342,12363
2020-06-26,Peru,Ayacucho,1678,21,0,1657
2020-06-26,Chile,Aysen,30,0,0,30
2020-06-26,Brazil,Bahia,56422,1642,31192,23588
2020-06-26,Mexico,Baja California,8487,1854,6013,620
2020-06-26,Mexico,Baja California Sur,1384,69,1059,256
2020-06-26,Chile,Biobio,5958,45,0,5913
2020-06-26,Colombia,Bolivar,7852,306,3548,3998
2020-06-26,Colombia,Boyaca,333,16,199,118
2020-06-26,Peru,Cajamarca,1816,59,0,1757
2020-06-26,Colombia,Caldas,240,8,153,79
2020-06-26,Peru,Callao,17580,584,0,16996
2020-06-26,Mexico,Campeche,1654,181,1223,250
2020-06-26,Colombia,Capital District,24636,575,10714,13347
2020-06-26,Colombia,Caqueta,26,2,22,2
2020-06-26,Colombia,Casanare,64,0,35,29
2020-06-26,Colombia,Cauca,310,13,134,163
2020-06-26,Brazil,Ceara,104422,5920,78903,19599
2020-06-26,Colombia,Cesar,791,22,309,460
2020-06-26,Mexico,Chiapas,4224,464,3369,391
2020-06-26,Mexico,Chihuahua,2911,616,2140,155
2020-06-26,Colombia,Choco,1234,36,333,865
2020-06-26,Mexico,Ciudad de Mexico,45977,6245,35837,3895
2020-06-26,Mexico,Coahuila,3688,197,2599,892
2020-06-26,Mexico,Colima,484,62,295,127
2020-06-26,Chile,Coquimbo,2705,23,0,2682
2020-06-26,Colombia,Cordoba,525,34,150,341
2020-06-26,Colombia,Cundinamarca,2384,53,1190,1141
2020-06-26,Peru,Cusco,1698,17,0,1681
2020-06-26,Brazil,Distrito Federal,41326,532,27677,13117
2020-06-26,Mexico,Durango,1653,134,1092,427
2020-06-26,Brazil,Espirito Santo,41652,1507,24660,15485
2020-06-26,Brazil,Goias,20863,409,0,20454
2020-06-26,Colombia,Guainia,14,1,2,11
2020-06-26,Mexico,Guanajuato,6402,327,4405,1670
2020-06-26,Colombia,Guaviare,37,0,3,34
2020-06-26,Mexico,Guerrero,4933,836,3686,411
2020-06-26,Mexico,Hidalgo,3647,610,2557,480
2020-06-26,Peru,Huancavelica,860,11,0,849
2020-06-26,Peru,Huanuco,2089,52,0,2037
2020-06-26,Colombia,Huila,317,13,241,63
2020-06-26,Peru,Ica,6851,449,0,6402
2020-06-26,Mexico,Jalisco,6054,603,4435,1016
2020-06-26,Peru,Junin,3558,124,0,3434
2020-06-26,Colombia,La Guajira,261,14,62,185
2020-06-26,Peru,La Libertad,9307,528,0,8779
2020-06-26,Peru,Lambayeque,13098,725,0,12373
2020-06-26,Peru,Lima,153068,4124,0,148944
2020-06-26,Peru,Loreto,8786,334,0,8452
2020-06-26,Chile,Los Lagos,1541,20,0,1521
2020-06-26,Chile,Los Rios,652,10,0,642
2020-06-26,Peru,Madre de Dios,1549,25,0,1524
2020-06-26,Chile,Magallanes,1397,15,0,1382
2020-06-26,Colombia,Magdalena,1488,100,646,742
2020-06-26,Brazil,Maranhao,76698,1906,55837,18955
2020-06-26,Brazil,Mato Grosso,13026,480,4735,7811
2020-06-26,Brazil,Mato Grosso do Sul,6913,65,3468,3380
2020-06-26,Chile,Maule,5013,39,0,4974
2020-06-26,Colombia,Meta,1170,14,956,200
2020-06-26,Chile,Metropolitana,208862,4342,0,204520
2020-06-26,Mexico,Mexico,32667,4021,25895,2751
2020-06-26,Mexico,Michoacan,5393,420,4238,735
2020-06-26,Brazil,Minas Gerais,38891,833,20120,17938
2020-06-26,Peru,Moquegua,907,10,0,897
2020-06-26,Mexico,Morelos,2734,644,1838,252
2020-06-26,Colombia,Narino,2884,105,1501,1278
2020-06-26,Mexico,Nayarit,1538,177,1009,352
2020-06-26,Colombia,Norte de Santander,278,19,146,113
2020-06-26,Chile,Nuble,2274,31,0,2243
2020-06-26,Mexico,Nuevo Leon,4690,294,3478,918
2020-06-26,Chile,OHiggins,5136,65,0,5071
2020-06-26,Mexico,Oaxaca,4825,535,3598,692
2020-06-26,Brazil,Para,96472,4803,84086,7583
2020-06-26,Brazil,Paraiba,42832,864,12962,29006
2020-06-26,Brazil,Parana,18672,564,4958,13150
2020-06-26,Peru,Pasco,908,20,0,888
2020-06-26,Brazil,Pernambuco,55804,4610,38155,13039
2020-06-26,Brazil,Piaui,18023,574,17194,255
2020-06-26,Peru,Piura,16250,733,0,15517
2020-06-26,Mexico,Puebla,9301,1155,6372,1774
2020-06-26,Peru,Puno,844,18,0,826
2020-06-26,Colombia,Putumayo,19,6,9,4
2020-06-26,Mexico,Queretaro,1867,260,1367,240
2020-06-26,Colombia,Quindio,156,5,114,37
2020-06-26,Mexico,Quintana Roo,3303,551,2198,554
2020-06-26,Brazil,Rio Grande do Norte,23731,889,2904,19938
2020-06-26,Brazil,Rio Grande do Sul,24114,540,19135,4439
2020-06-26,Brazil,Rio de Janeiro,108497,9587,87850,11060
2020-06-26,Colombia,Risaralda,473,11,261,201
2020-06-26,Brazil,Rondonia,19271,476,7179,11616
2020-06-26,Brazil,Roraima,12911,273,4370,8268
2020-06-26,Colombia,San Andres y Providencia,23,1,17,5
2020-06-26,Mexico,San Luis Potosi,2618,132,1991,495
2020-06-26,Peru,San Martin,4163,131,0,4032
2020-06-26,Brazil,Santa Catarina,22947,298,16945,5704
2020-06-26,Colombia,Santander,534,13,139,382
2020-06-26,Brazil,Sao Paulo,258508,13966,49295,195247
2020-06-26,Brazil,Sergipe,21908,579,7579,13750
2020-06-26,Mexico,Sinaloa,7763,1169,6139,455
2020-06-26,Mexico,Sonora,6677,596,5607,474
2020-06-26,Colombia,Sucre,847,31,65,751
2020-06-26,Mexico,Tabasco,9752,990,7540,1222
2020-06-26,Peru,Tacna,848,8,0,840
2020-06-26,Mexico,Tamaulipas,5214,324,3785,1105
2020-06-26,Chile,Tarapaca,5712,85,0,5627
2020-06-26,Mexico,Tlaxcala,2303,293,1724,286
2020-06-26,Brazil,Tocantins,9681,186,5798,3697
2020-06-26,Colombia,Tolima,737,22,283,432
2020-06-26,Peru,Tumbes,2479,115,0,2364
2020-06-26,Peru,Ucayali,7399,146,0,7253
2020-06-26,Chile,Unknown,0,0,223431,-223431
2020-06-26,Colombia,Unknown,106,0,0,106
2020-06-26,Peru,Unknown,0,0,159806,-159806
2020-06-26,Colombia,Valle del Cauca,8689,369,3649,4671
2020-06-26,Chile,Valparaiso,10797,204,0,10593
2020-06-26,Colombia,Vaupes,28,0,11,17
2020-06-26,Mexico,Veracruz,9520,1428,6712,1380
2020-06-26,Colombia,Vichada,1,0,1,0
2020-06-26,Mexico,Yucatan,3803,377,2506,920
2020-06-26,Mexico,Zacatecas,795,86,519,190
2020-06-26,Antigua and Barbuda,NA,65,3,22,40
2020-06-26,Argentina,NA,55343,1184,18416,35743
2020-06-26,Bahamas,NA,104,11,84,9
2020-06-26,Barbados,NA,97,7,90,0
2020-06-26,Belize,NA,24,2,18,4
2020-06-26,Bolivia,NA,29423,934,7736,20753
2020-06-26,Costa Rica,NA,2836,12,1280,1544
2020-06-26,Cuba,NA,2325,85,2180,60
2020-06-26,Dominica,NA,18,0,18,0
2020-06-26,Dominican Republic,NA,29764,712,16357,12695
2020-06-26,Ecuador,NA,53856,4406,26493,22957
2020-06-26,El Salvador,NA,5517,133,3291,2093
2020-06-26,Grenada,NA,23,0,23,0
2020-06-26,Guatemala,NA,15828,672,3028,12128
2020-06-26,Guyana,NA,215,12,108,95
2020-06-26,Haiti,NA,5722,98,641,4983
2020-06-26,Honduras,NA,15994,471,1678,13845
2020-06-26,Jamaica,NA,686,10,539,137
2020-06-26,Nicaragua,NA,2170,74,1238,858
2020-06-26,Panama,NA,29905,575,15270,14060
2020-06-26,Paraguay,NA,1711,13,1013,685
2020-06-26,Saint Kitts and Nevis,NA,15,0,15,0
2020-06-26,Saint Lucia,NA,19,0,19,0
2020-06-26,Saint Vincent and the Grenadines,NA,29,0,29,0
2020-06-26,Suriname,NA,389,10,181,198
2020-06-26,Trinidad and Tobago,NA,124,8,109,7
2020-06-26,Uruguay,NA,919,26,818,75
2020-06-26,Venezuela,NA,4779,41,1327,3411
2020-06-27,Brazil,Acre,12913,351,6270,6292
2020-06-27,Mexico,Aguascalientes,2161,134,1643,384
2020-06-27,Brazil,Alagoas,33521,993,24796,7732
2020-06-27,Brazil,Amapa,27901,406,12804,14691
2020-06-27,Brazil,Amazonas,69022,2772,56103,10147
2020-06-27,Colombia,Amazonas,2241,89,1862,290
2020-06-27,Peru,Amazonas,1971,35,0,1936
2020-06-27,Peru,Ancash,7752,452,0,7300
2020-06-27,Colombia,Antioquia,3647,24,1405,2218
2020-06-27,Chile,Antofagasta,8027,142,0,7885
2020-06-27,Peru,Apurimac,530,16,0,514
2020-06-27,Colombia,Arauca,76,0,3,73
2020-06-27,Chile,Araucania,3128,40,0,3088
2020-06-27,Peru,Arequipa,6682,225,0,6457
2020-06-27,Chile,Arica y Parinacota,1611,20,0,1591
2020-06-27,Chile,Atacama,925,2,0,923
2020-06-27,Colombia,Atlantico,20246,962,5896,13388
2020-06-27,Peru,Ayacucho,1717,22,0,1695
2020-06-27,Chile,Aysen,35,0,0,35
2020-06-27,Brazil,Bahia,65244,1697,39993,23554
2020-06-27,Mexico,Baja California,8647,1873,6144,630
2020-06-27,Mexico,Baja California Sur,1389,70,1093,226
2020-06-27,Chile,Biobio,6139,46,0,6093
2020-06-27,Colombia,Bolivar,8138,319,3759,4060
2020-06-27,Colombia,Boyaca,340,16,203,121
2020-06-27,Peru,Cajamarca,1929,62,0,1867
2020-06-27,Colombia,Caldas,243,8,154,81
2020-06-27,Peru,Callao,17747,596,0,17151
2020-06-27,Mexico,Campeche,1717,188,1304,225
